name	authors	year	valid
Pheidole funki	LaPolla & Cover	2005	valid
Pheidole funkikoensis	Wheeler	1929	valid
Pheidole furcata	Sarnat	2008	valid
Pheidole furtiva	Wilson	2003	valid
Pheidole fuscula	Emery	1900	valid
Pheidole gagates	Wilson	2003	valid
Pheidole gaigei	Forel	1914	valid
Pheidole galba	Wilson	2003	valid
Pheidole gambogia	Donisthorpe	1948	valid
Pheidole gangamon	Wilson	2003	valid
Pheidole gatesi	Wheeler	1927	valid
Pheidole gauthieri	Forel	1901	valid
Pheidole gavrilovi	Kusnezov	1952	invalid
Pheidole gellibrandi	Clark	1934	valid
Pheidole geminata	Wilson	2003	valid
Pheidole gemmula	Wilson	2003	valid
Pheidole genalis	Borgmeier	1929	invalid
Pheidole geraesensis	Santschi	1929	valid
Pheidole germaini	Emery	1896	valid
Pheidole gertrudae	Forel	1886	valid
Pheidole ghatica	Forel	1902	valid
Pheidole ghigii	Emery	1900	valid
Pheidole gibba	Mayr	1887	valid
Pheidole gibbata	Borgmeier	1934	valid
Pheidole gigaflavens	Wilson	2003	valid
Pheidole gigas	Wilson	2003	valid
Pheidole gigliolii	Menozzi	1935	valid
Pheidole gilva	Wilson	2003	valid
Pheidole gilvescens	Creighton & Gregg	1955	valid
Pheidole glabrella	[no authors]	2012	valid
Pheidole globularia	Wilson	2003	valid
Pheidole glomericeps	Wilson	2003	valid
Pheidole glyphoderma	Wilson	2003	invalid
Pheidole gnomus	Wilson	2003	valid
Pheidole godmani	Forel	1893	valid
Pheidole goeldii	Forel	1895	valid
Pheidole goetschi	Santschi	1939	invalid
Pheidole gombakensis	Eguchi	2001	valid
Pheidole gouldi	Forel	1886	valid
Pheidole gracilescens	Smith	1860	valid
Pheidole gracilipes	[no authors]	1863	valid
Pheidole gradifer	Wilson	2003	valid
Pheidole grallatrix	Emery	1899	valid
Pheidole grallipes	Wheeler	1916	valid
Pheidole grandinodus	Wilson	2003	valid
Pheidole grantae	Forel	1908	invalid
Pheidole granulata	Pergande	1896	valid
Pheidole granulatus	Donisthorpe	1949	invalid
Pheidole gravida	Wilson	2003	valid
Pheidole grayi	Forel	1902	valid
Pheidole greggi	Naves	1985	invalid
Pheidole grex	Wilson	2003	valid
Pheidole grundmanni	Smith	1953	valid
Pheidole guajirana	Wilson	2003	valid
Pheidole guayasana	Wilson	2003	valid
Pheidole guerrerana	Wilson	2003	valid
Pheidole guilelmimuelleri	Forel	1886	valid
Pheidole guineensis	Fabricius	1793	valid
Pheidole gulo	Wilson	2003	valid
Pheidole gymnoceras	Longino	2009	valid
Pheidole hainanensis	[no authors]	2011	valid
Pheidole hamtoni	Wilson	2003	valid
Pheidole harlequina	Wilson	2003	valid
Pheidole harrisonfordi	Wilson	2003	valid
Pheidole hartmeyeri	Forel	1907	valid
Pheidole haskinsorum	Wilson	2003	valid
Pheidole hasticeps	Wilson	2003	valid
Pheidole havilandi	Forel	1911	valid
Pheidole hayesi	Smith	1924	invalid
Pheidole haywardi	Kusnezov	1952	valid
Pheidole hazenae	Wilson	2003	valid
Pheidole hecate	Wheeler	1911	valid
Pheidole hector	Wilson	2003	valid
Pheidole hedlundorum	Wilson	2003	valid
Pheidole heliosa	[no authors]	2012	valid
Pheidole hercules	Donisthorpe	1941	valid
Pheidole heterothrix	Santschi	1923	valid
Pheidole hetschkoi	Emery	1896	valid
Pheidole hewitti	Santschi	1932	valid
Pheidole heyeri	Forel	1899	valid
Pheidole hierax	Wilson	2003	valid
Pheidole himalayana	Forel	1902	invalid
Pheidole hirsuta	Emery	1896	valid
Pheidole hirtula	Forel	1899	valid
Pheidole hispaniolae	Wilson	2003	valid
Pheidole hizemops	Wilson	2003	valid
Pheidole hoelldobleri	Wilson	2003	valid
Pheidole hohenlohei	Emery	1888	invalid
Pheidole holmgreni	Wheeler	1925	invalid
Pheidole hondurensis	Mann	1922	invalid
Pheidole hongkongensis	Wheeler	1928	valid
Pheidole hoplitica	Wilson	2003	valid
Pheidole horni	Emery	1901	valid
Pheidole horribilis	Wilson	2003	valid
Pheidole hortensis	Forel	1913	valid
Pheidole hortonae	Wilson	2003	valid
Pheidole hospes	Smith	1865	valid
Pheidole hospita	Bingham	1903	valid
Pheidole huacana	Wilson	2003	valid
Pheidole huberi	Forel	1911	valid
Pheidole huilana	Wilson	2003	valid
Pheidole humeralis	Wheeler	1908	valid
Pheidole humeridens	Wilson	2003	valid
Pheidole humida	Wilson	2003	invalid
Pheidole humilis	Borgmeier	1930	invalid
Pheidole hyatti	Emery	1895	valid
Pheidole idiota	Santschi	1923	invalid
Pheidole impariceps	Santschi	1923	invalid
Pheidole impressa	Mayr	1870	valid
Pheidole impressiceps	Mayr	1876	valid
Pheidole impressifrons	Wasmann	1905	valid
Pheidole inca	Wilson	2003	valid
Pheidole incerta	Smith	1863	valid
Pheidole incisa	Mayr	1870	valid
Pheidole incurvata	Viehmeyer	1924	valid
Pheidole indagatrix	Wilson	2003	valid
Pheidole indica	Mayr	1879	valid
Pheidole indistincta	Forel	1899	invalid
Pheidole indosinensis	Wheeler	1928	valid
Pheidole industa	Santschi	1939	valid
Pheidole inermis	Mayr	1870	valid
Pheidole infernalis	Wilson	2003	valid
Pheidole innotata	Mayr	1866	valid
Pheidole innupta	Menozzi	1931	valid
Pheidole inornata	Eguchi	2001	valid
Pheidole inquilina	Baroni Urbani	1964	invalid
Pheidole inquilina	Forel	1914	invalid
Pheidole inquilina	Wheeler	1903	valid
Pheidole inscrobiculata	Viehmeyer	1916	valid
Pheidole insipida	Forel	1899	valid
Pheidole inversa	Forel	1901	valid
Pheidole iracunda	Wilson	2003	invalid
Pheidole irritans	Smith	1858	valid
Pheidole isis	Mann	1919	valid
Pheidole jacobsoni	Forel	1911	valid
Pheidole jaculifera	Wilson	2003	valid
Pheidole jamaicensis	Wheeler	1908	valid
Pheidole janus	Smith	1858	invalid
Pheidole janzeni	Longino	2009	valid
Pheidole javana	Mayr	1867	invalid
Pheidole jeannei	Wilson	2003	valid
Pheidole jelskii	Mayr	1884	valid
Pheidole jivaro	Wilson	2003	valid
Pheidole jonas	Forel	1907	valid
Pheidole jordanica	[no authors]	1874	valid
Pheidole jubilans	Forel	1911	valid
Pheidole jucunda	Forel	1885	valid
Pheidole jujuyensis	Forel	1913	valid
Pheidole juniperae	Wilson	2003	valid
Pheidole karolmorae	Longino	2009	valid
Pheidole karolsetosa	Longino	2009	valid
Pheidole katonae	Forel	1907	valid
Pheidole kikutai	Eguchi	2001	valid
Pheidole kingi	André	1898	invalid
Pheidole kitschneri	Forel	1910	valid
Pheidole knowlesi	Mann	1921	valid
Pheidole kochi	Emery	1911	valid
Pheidole kohli	Mayr	1901	valid
Pheidole kohli	Wasmann	1915	invalid
Pheidole kraepelini	Forel	1901	invalid
Pheidole kugleri	Wilson	2003	valid
Pheidole kukrana	Wilson	2003	valid
Pheidole kuna	Wilson	2003	valid
Pheidole kusnezovi	Wilson	2003	valid
Pheidole lacerta	Wheeler	1922	invalid
Pheidole laelaps	Wilson	2003	valid
Pheidole laevicolor	Eguchi	2006	valid
Pheidole laevifrons	Mayr	1887	valid
Pheidole laevigata	Mayr	1862	invalid
Pheidole laevigata	Smith	1855	invalid
Pheidole laevinota	Forel	1908	valid
Pheidole laevithorax	Eguchi	2008	valid
Pheidole laeviventris	Mayr	1870	valid
Pheidole laevivertex	Forel	1901	valid
Pheidole lagunculinoda	Longino	2009	valid
Pheidole laidlowi	Mann	1916	valid
Pheidole lamellinoda	Forel	1902	valid
Pheidole lamia	Wheeler	1901	valid
Pheidole laminata	Emery	1900	valid
Pheidole lancifera	Wilson	2003	valid
Pheidole lanigera	Wilson	2003	valid
Pheidole lanuginosa	Wilson	1984	valid
Pheidole laselva	Wilson	2003	valid
Pheidole laticornis	Wilson	2003	valid
Pheidole laticrista	Santschi	1916	valid
Pheidole latinoda	Roger	1863	valid
Pheidole lattkei	Wilson	2003	valid
Pheidole laudatana	Wilson	2003	valid
Pheidole lauta	Wheeler	1908	invalid
Pheidole legitima	Santschi	1916	valid
Pheidole lemnisca	Wilson	2003	valid
Pheidole lemur	Forel	1912	valid
Pheidole leoncortesi	Longino	2009	valid
Pheidole leonina	Wilson	2003	valid
Pheidole leptina	Wilson	2003	valid
Pheidole liengmei	Forel	1894	valid
Pheidole lighti	Wheeler	1927	invalid
Pheidole lignicola	Mayr	1887	valid
Pheidole lilloi	Kusnezov	1952	valid
Pheidole liteae	[no authors]	1910	valid
Pheidole littoralis	[no authors]	1952	valid
Pheidole lobulata	Emery	1900	valid
Pheidole lokitae	Forel	1913	valid
Pheidole longiceps	Aguayo	1932	invalid
Pheidole longiceps	Mayr	1876	valid
Pheidole longicornis	Emery	1888	valid
Pheidole longinoi	Wilson	2003	valid
Pheidole longior	Santschi	1933	valid
Pheidole longipes	Latreille	1802	valid
Pheidole longipes	Pergande	1896	invalid
Pheidole longipes	Smith	1857	invalid
Pheidole longiscapa	Forel	1901	valid
Pheidole longiscapa	Zhou & Zheng	1999	invalid
Pheidole longiseta	Wilson	2003	valid
Pheidole longispinosa	Forel	1891	valid
Pheidole longula	Emery	1895	invalid
Pheidole lourothi	Wilson	2003	valid
Pheidole lovejoyi	Wilson	2003	valid
Pheidole lucaris	Wilson	2003	valid
Pheidole lucida	Forel	1895	valid
Pheidole lucioccipitalis	Eguchi	2001	valid
Pheidole lucretii	Santschi	1923	valid
Pheidole lupus	Wilson	2003	valid
Pheidole lustrata	Wilson	2003	valid
Pheidole luteipes	Emery	1914	valid
Pheidole lutzi	Forel	1905	valid
Pheidole macclendoni	Wheeler	1908	valid
Pheidole machetula	Wilson	2003	valid
Pheidole mackayi	Wilson	2003	valid
Pheidole macracantha	Wilson	2003	valid
Pheidole macromischoides	Wilson	2003	valid
Pheidole macrops	Wilson	2003	valid
Pheidole maculifrons	Wheeler	1929	valid
Pheidole madecassa	Forel	1892	valid
Pheidole madrensis	Wilson	2003	valid
Pheidole magna	Eguchi	2006	valid
Pheidole magrettii	Emery	1887	valid
Pheidole maja	Forel	1886	valid
Pheidole makilingi	Viehmeyer	1916	valid
Pheidole malabarica	Jerdon	1851	valid
Pheidole malinsii	Forel	1902	valid
Pheidole mallota	Wilson	2003	valid
Pheidole mamore	Mann	1916	valid
Pheidole manteroi	Emery	1897	valid
Pheidole mantilla	Wilson	2003	valid
Pheidole manuana	Wilson	2003	valid
Pheidole manukana	Eguchi	2001	valid
Pheidole marcidula	Wheeler	1908	valid
Pheidole maufei	Arnold	1920	valid
Pheidole mayri	Forel	1894	valid
Pheidole medialis	Wilson	2003	invalid
Pheidole medioflava	Donisthorpe	1941	valid
Pheidole megacephala	Fabricius	1793	valid
Pheidole meihuashanensis	[no authors]	1992	valid
Pheidole meinerti	Forel	1905	valid
Pheidole meinertopsis	Wilson	2003	valid
Pheidole melanogaster	Donisthorpe	1943	valid
Pheidole melastomae	Wilson	2003	valid
Pheidole mendanai	Mann	1919	valid
Pheidole mendicula	Wheeler	1925	valid
Pheidole mentita	Santschi	1914	valid
Pheidole mera	Wilson	2003	valid
Pheidole merimbun	Eguchi	2001	valid
Pheidole mesomontana	Longino	2009	valid
Pheidole metallescens	Emery	1895	valid
Pheidole metana	Wilson	2003	valid
Pheidole micon	Wilson	2003	valid
Pheidole micridris	Wilson	2003	valid
Pheidole microgyna	Wheeler	1928	valid
Pheidole microps	Wilson	2003	valid
Pheidole micula	Wheeler	1915	valid
Pheidole midas	Wilson	2003	valid
Pheidole militicida	Wheeler	1915	valid
Pheidole mimula	Wheeler	1916	invalid
Pheidole minax	Wilson	2003	valid
Pheidole mincana	Wilson	2003	invalid
Pheidole minensis	Santschi	1923	valid
Pheidole minima	Mayr	1901	valid
Pheidole minor	Jerdon	1851	valid
Pheidole minuscula	Bernard	1953	valid
Pheidole minutissima	Kusnezov	1952	invalid
Pheidole minutula	Mayr	1878	valid
Pheidole mirabilis	Wilson	2003	valid
Pheidole miseranda	Wheeler	1924	valid
Pheidole mittermeieri	Wilson	2003	valid
Pheidole mixteca	Wilson	2003	valid
Pheidole mjobergi	Forel	1915	valid
Pheidole modiglianii	Emery	1900	valid
Pheidole moerens	Wheeler	1908	valid
Pheidole moffetti	Wilson	2003	valid
Pheidole monstrosa	Wilson	2003	valid
Pheidole montana	Eguchi	1999	valid
Pheidole monteverdensis	Wilson	2003	valid
Pheidole monticola	Cameron	1891	invalid
Pheidole mooreorum	Wilson	2003	valid
Pheidole mordax	Smith	1863	invalid
Pheidole morelosana	Wilson	2003	valid
Pheidole morrisii	Forel	1886	valid
Pheidole moseni	Wheeler	1925	valid
Pheidole mosenopsis	Wilson	2003	valid
Pheidole multicoma	Eguchi	1999	invalid
Pheidole multidens	Forel	1902	valid
Pheidole multispina	Wilson	2003	valid
Pheidole mus	Forel	1902	valid
Pheidole mutisi	Fernández & Wilson	2008	valid
Pheidole mylognatha	Wheeler	1922	valid
Pheidole nana	Emery	1894	valid
Pheidole naoroji	Forel	1902	valid
Pheidole napoensis	Wilson	2003	valid
Pheidole nasifera	Wilson	2003	valid
Pheidole nasutoides	Hölldobler & Wilson	1992	valid
Pheidole naylae	Wilson	2003	valid
Pheidole nebulosa	Wilson	2003	valid
Pheidole nemoralis	Forel	1892	valid
Pheidole neokohli	Wilson	1984	valid
Pheidole neolongiceps	[no authors]	1950	valid
Pheidole neolongiscapa	Özdikmen	2010	valid
Pheidole neoschultzi	LaPolla	2006	valid
Pheidole nesiota	Wilson	2003	valid
Pheidole niapuana	Wheeler	1922	invalid
Pheidole nietneri	Emery	1901	valid
Pheidole nigella	Emery	1894	valid
Pheidole nigeriensis	Santschi	1914	valid
Pheidole nigricula	Wilson	2003	valid
Pheidole nigritella	Bernard	1953	valid
Pheidole nigriventris	Smith	1858	invalid
Pheidole nimba	Bernard	1953	valid
Pheidole nindi	Mann	1919	valid
Pheidole nitella	Wilson	2003	valid
Pheidole nitidicollis	Emery	1896	valid
Pheidole nitidula	Emery	1888	valid
Pheidole njassae	Viehmeyer	1914	valid
Pheidole noar	Wilson	2003	valid
Pheidole noda	Smith	1874	valid
Pheidole nodgii	Forel	1905	valid
Pheidole nodifera	Smith	1858	valid
Pheidole nubicola	Wilson	2003	valid
Pheidole nubila	Emery	1906	valid
Pheidole nuculiceps	Wheeler	1908	valid
Pheidole oaxacana	Wilson	2003	valid
Pheidole obnixa	Forel	1912	valid
Pheidole obrima	Wilson	2003	valid
Pheidole obscura	Santschi	1936	valid
Pheidole obscurifrons	Santschi	1925	valid
Pheidole obscurior	Forel	1886	invalid
Pheidole obscurithorax	Naves	1985	valid
Pheidole obtusopilosa	Mayr	1887	valid
Pheidole obtusospinosa	Pergande	1896	valid
Pheidole occipitalis	André	1890	valid
Pheidole oceanica	Mayr	1866	valid
Pheidole ocellata	Zhou	2001	valid
Pheidole ochracea	Eguchi	2008	valid
Pheidole oculata	Emery	1899	valid
Pheidole ogloblini	Kusnezov	1952	invalid
Pheidole oliveirai	Wilson	2003	valid
Pheidole olsoni	Wilson	2003	valid
Pheidole onifera	Mann	1921	valid
Pheidole onyx	Wilson	2003	valid
Pheidole opaca	Mayr	1862	invalid
Pheidole opaciventris	Mayr	1876	valid
Pheidole optiva	Forel	1901	valid
Pheidole orbica	Forel	1893	valid
Pheidole oregonica	Emery	1895	invalid
Pheidole orophila	Eguchi	2001	invalid
Pheidole oswaldi	Forel	1891	valid
Pheidole otisi	Wilson	2003	valid
Pheidole oxyops	Forel	1908	valid
Pheidole paiute	Gregg	1959	valid
Pheidole palenquensis	Wilson	2003	valid
Pheidole pallidula	Nylander	1849	valid
Pheidole pampana	Santschi	1929	valid
Pheidole paraensis	Wilson	2003	valid
Pheidole pararugiceps	Longino	2009	valid
Pheidole parasitica	Wilson	1984	valid
Pheidole pariana	Wilson	2003	valid
Pheidole partita	Mayr	1887	invalid
Pheidole parva	Mayr	1865	valid
Pheidole parvicorpus	Eguchi	2001	valid
Pheidole peckorum	Wilson	2003	valid
Pheidole pedana	Wilson	2003	valid
Pheidole pegasus	Sarnat	2008	valid
Pheidole peguensis	Emery	1895	valid
Pheidole pelor	Wilson	2003	valid
Pheidole peltastes	Wilson	2003	valid
Pheidole penetralis	Smith	1863	valid
Pheidole pennsylvanica	Buckley	1866	valid
Pheidole pennsylvanica	Roger	1863	invalid
Pheidole pepo	Wilson	2003	valid
Pheidole perdiligens	Wilson	2003	invalid
Pheidole peregrina	Wheeler	1916	valid
Pheidole perkinsi	Wilson	2003	valid
Pheidole perniciosa	Gerstäcker	1859	invalid
Pheidole perpilosa	Wilson	2003	valid
Pheidole perpusilla	Emery	1894	valid
Pheidole perryorum	Wilson	2003	valid
Pheidole peruviana	Wilson	2003	valid
Pheidole perversa	Forel	1908	invalid
Pheidole petersoni	Wilson	2003	invalid
Pheidole petrensis	Wilson	2003	valid
Pheidole phanigaster	Longino	2009	valid
Pheidole philemon	Forel	1910	valid
Pheidole philippi	Emery	1915	valid
Pheidole phipsoni	Forel	1902	valid
Pheidole pholeops	Wilson	2003	valid
Pheidole picata	Forel	1891	valid
Pheidole picea	Buckley	1866	valid
Pheidole picea	Mayr	1870	invalid
Pheidole piceonigra	Emery	1922	valid
Pheidole picobarva	Longino	2009	valid
Pheidole pidax	Wilson	2003	valid
Pheidole pieli	Santschi	1925	valid
Pheidole pilifera	Roger	1863	valid
Pheidole pilispina	Wilson	2003	valid
Pheidole piliventris	Smith	1858	valid
Pheidole pilosior	Wilson	2003	valid
Pheidole pinealis	Wheeler	1908	valid
Pheidole pinicola	Wilson	2003	valid
Pheidole plagiaria	Smith	1860	valid
Pheidole planidorsum	Eguchi	2001	valid
Pheidole planifrons	Santschi	1920	valid
Pheidole plato	Wilson	2003	valid
Pheidole platypus	Crawley	1915	valid
Pheidole plebecula	Forel	1899	valid
Pheidole plinii	Forel	1911	valid
Pheidole polita	Emery	1894	valid
Pheidole polymorpha	Wilson	2003	valid
Pheidole porcula	Wheeler	1908	valid
Pheidole poringensis	Eguchi	2001	valid
Pheidole portalensis	Wilson	2003	valid
Pheidole potosiana	Wilson	2003	valid
Pheidole praeses	Wilson	2003	valid
Pheidole praeusta	Roger	1863	valid
Pheidole prattorum	Wilson	2003	valid
Pheidole prelli	Forel	1911	valid
Pheidole primigenia	Baroni Urbani	1995	valid
Pheidole prolixa	Wilson	2003	invalid
Pheidole pronotalis	Forel	1902	valid
Pheidole proserpina	Wheeler	1908	invalid
Pheidole prostrata	Wilson	2003	valid
Pheidole protea	Forel	1912	valid
Pheidole protensa	Wilson	2003	valid
Pheidole providens	Sykes	1835	valid
Pheidole proxima	Mayr	1876	valid
Pheidole psammophila	Creighton & Gregg	1955	valid
Pheidole psilogaster	Wilson	2003	valid
Pheidole pubiventris	Mayr	1887	valid
Pheidole pugnax	[no authors]	1892	valid
Pheidole pulchella	Santschi	1910	valid
Pheidole pullula	Santschi	1911	valid
Pheidole punctatissima	Mayr	1870	valid
Pheidole punctithorax	Borgmeier	1929	valid
Pheidole punctulata	Mayr	1866	valid
Pheidole pungens	Smith	1861	invalid
Pheidole purpurascens	Emery	1897	valid
Pheidole purpurea	Longino	2009	valid
Pheidole pusilla	Heer	1852	invalid
Pheidole puttemansi	Forel	1911	valid
Pheidole pygmaea	Wilson	2003	valid
Pheidole pyramidensis	Emery	1922	valid
Pheidole pyriformis	Clark	1938	valid
Pheidole quadrensis	Forel	1900	valid
Pheidole quadriceps	Wilson	2003	valid
Pheidole quadricuspis	Emery	1900	valid
Pheidole quadriprojecta	Smith	1947	valid
Pheidole quadrispinosa	Smith	1865	valid
Pheidole quercicola	Wilson	2003	valid
Pheidole quiaccana	Wheeler	1925	valid
Pheidole quinata	Eguchi	2000	valid
Pheidole rabo	Forel	1913	valid
Pheidole radoszkowskii	Mayr	1884	valid
Pheidole rata	Borgmeier	1929	invalid
Pheidole rebeccae	[no authors]	2012	valid
Pheidole reclusi	Forel	1899	valid
Pheidole recondita	Clouse	2007	valid
Pheidole rectiluma	Wilson	2003	invalid
Pheidole rectisentis	Wilson	2003	valid
Pheidole rectispina	Wilson	2003	valid
Pheidole rectitrudis	Wilson	2003	valid
Pheidole reflexans	Santschi	1933	valid
Pheidole rehi	Forel	1900	invalid
Pheidole reichenspergeri	Santschi	1923	valid
Pheidole renae	Wilson	2003	valid
Pheidole retivertex	Eguchi	2001	valid
Pheidole retronitens	Santschi	1930	valid
Pheidole rhea	Wheeler	1908	valid
Pheidole rhinoceros	Forel	1899	valid
Pheidole rhinomontana	Longino	2009	valid
Pheidole rhombinoda	Mayr	1879	invalid
Pheidole rhytifera	Wilson	2003	valid
Pheidole ridicula	Wheeler	1916	invalid
Pheidole rinae	Emery	1900	valid
Pheidole risii	Forel	1892	valid
Pheidole riveti	Santschi	1911	valid
Pheidole roberti	Forel	1902	valid
Pheidole rochai	Forel	1912	valid
Pheidole rogeri	Emery	1896	valid
Pheidole rogersi	Forel	1902	valid
Pheidole rohani	Santschi	1925	valid
Pheidole roosevelti	Mann	1921	valid
Pheidole rosae	Forel	1901	valid
Pheidole rosula	Wilson	2003	valid
Pheidole rotschana	Forel	1902	invalid
Pheidole rotundiceps	Wilson	2003	valid
Pheidole roushae	Wilson	2003	valid
Pheidole rubiceps	Wilson	2003	valid
Pheidole rubicunda	Emery	1890	invalid
Pheidole rubra	Smith	1858	invalid
Pheidole rudigenis	Emery	1906	valid
Pheidole ruficeps	Smith	1861	valid
Pheidole rufipilis	Forel	1908	valid
Pheidole rugaticeps	Emery	1877	valid
Pheidole rugatula	Santschi	1933	valid
Pheidole rugiceps	Wilson	2003	valid
Pheidole rugifera	Eguchi	2001	valid
Pheidole rugifrons	Pergande	1896	invalid
Pheidole rugithorax	Eguchi	2008	valid
Pheidole rugosa	Smith	1858	valid
Pheidole rugulosa	Gregg	1959	valid
Pheidole ruida	Wilson	2003	invalid
Pheidole rutilana	Wilson	2003	valid
Pheidole ryukyuensis	Ogata	1982	valid
Pheidole sabahna	Eguchi	2000	valid
Pheidole sabella	Wilson	2003	valid
Pheidole sabina	Wilson	2003	valid
Pheidole sagana	Wheeler	1934	invalid
Pheidole sagax	Wilson	2003	valid
Pheidole sagei	Forel	1902	valid
Pheidole sagittaria	Wilson	2003	valid
Pheidole sarawakana	Forel	1911	valid
Pheidole sarcina	Forel	1912	valid
Pheidole sarpedon	Wilson	2003	valid
Pheidole sauberi	Forel	1905	valid
Pheidole sauteri	Wheeler	1909	invalid
Pheidole saxicola	Wheeler	1922	valid
Pheidole sayapensis	Eguchi	2001	valid
Pheidole scabriuscula	Gerstäcker	1871	valid
Pheidole scabriventris	Wilson	2003	invalid
Pheidole scalaris	Wilson	2003	valid
Pheidole scapulata	Santschi	1923	valid
Pheidole schmalzi	Emery	1894	valid
Pheidole schmitzi	Forel	1911	invalid
Pheidole schoedli	Eguchi, Hashimoto & Malsch	2006	valid
Pheidole schoutedeni	Forel	1913	valid
Pheidole schultzei	Forel	1910	valid
Pheidole schultzi	LaPolla & Cover	2005	invalid
Pheidole schwarzmaieri	Borgmeier	1939	valid
Pheidole sciara	[no authors]	1955	valid
Pheidole scimitara	Wilson	2003	valid
Pheidole sciophila	Wheeler	1908	valid
Pheidole scitula	Wilson	2003	invalid
Pheidole scolioceps	Wilson	2003	valid
Pheidole scrobifera	Emery	1896	valid
Pheidole sculptior	Forel	1893	valid
